time_s,standard_frequency_hz,transient_frequency_hz,standard_power_pu,transient_power_pu,standard_gate_pu,transient_gate_pu
9.13,49.9630163,49.0105539,0.0783889,0.1200601,0.8185066,0.9515105
9.14,49.9616940,49.0130527,0.0777926,0.1203737,0.8184214,0.9516410
9.15,49.9603363,49.0155679,0.0772015,0.1206854,0.8183516,0.9517688
9.16,49.9589435,49.0180994,0.0766157,0.1209953,0.8182971,0.9518937
9.17,49.9575160,49.0206470,0.0760352,0.1213034,0.8182579,0.9520159
9.18,49.9560542,49.0232106,0.0754601,0.1216096,0.8182339,0.9521354
9.19,49.9545585,49.0257901,0.0748907,0.1219139,0.8182251,0.9522520
9.20,49.9530293,49.0283854,0.0743269,0.1222163,0.8182314,0.9523659
9.21,49.9514669,49.0309962,0.0737688,0.1225169,0.8182529,0.9524770
9.22,49.9498719,49.0336224,0.0732166,0.1228155,0.8182894,0.9525853
9.23,49.9482445,49.0362640,0.0726703,0.1231123,0.8183410,0.9526909
9.24,49.9465852,49.0389208,0.0721300,0.1234071,0.8184075,0.9527936
9.25,49.9448944,49.0415925,0.0715959,0.1237000,0.8184889,0.9528936
9.26,49.9431726,49.0442792,0.0710679,0.1239910,0.8185851,0.9529909
9.27,49.9414201,49.0469807,0.0705462,0.1242800,0.8186962,0.9530854
9.28,49.9396374,49.0496967,0.0700309,0.1245671,0.8188219,0.9531771
9.29,49.9378250,49.0524273,0.0695221,0.1248522,0.8189623,0.9532660
9.30,49.9359833,49.0551721,0.0690198,0.1251353,0.8191173,0.9533522
9.31,49.9341127,49.0579312,0.0685241,0.1254165,0.8192867,0.9534356
9.32,49.9322137,49.0607043,0.0680350,0.1256957,0.8194706,0.9535163
9.33,49.9302867,49.0634914,0.0675528,0.1259729,0.8196689,0.9535942
9.34,49.9283322,49.0662922,0.0670774,0.1262481,0.8198814,0.9536694
9.35,49.9263507,49.0691066,0.0666089,0.1265214,0.8201082,0.9537418
9.36,49.9243426,49.0719345,0.0661474,0.1267926,0.8203490,0.9538114
9.37,49.9223084,49.0747758,0.0656930,0.1270617,0.8206038,0.9538784
9.38,49.9202486,49.0776303,0.0652456,0.1273289,0.8208726,0.9539426
9.39,49.9181637,49.0804978,0.0648055,0.1275940,0.8211552,0.9540040
9.40,49.9160540,49.0833782,0.0643727,0.1278571,0.8214515,0.9540627
9.41,49.9139203,49.0862714,0.0639471,0.1281181,0.8217615,0.9541187
9.42,49.9117628,49.0891773,0.0635290,0.1283771,0.8220850,0.9541720
9.43,49.9095821,49.0920956,0.0631183,0.1286340,0.8224220,0.9542225
9.44,49.9073788,49.0950262,0.0627151,0.1288889,0.8227722,0.9542703
9.45,49.9051532,49.0979691,0.0623194,0.1291416,0.8231357,0.9543154
9.46,49.9029060,49.1009240,0.0619314,0.1293923,0.8235124,0.9543578
9.47,49.9006376,49.1038907,0.0615511,0.1296409,0.8239020,0.9543974
9.48,49.8983485,49.1068693,0.0611784,0.1298875,0.8243045,0.9544344
9.49,49.8960392,49.1098595,0.0608136,0.1301319,0.8247197,0.9544687
9.50,49.8937102,49.1128611,0.0604566,0.1303742,0.8251477,0.9545002
9.51,49.8913621,49.1158740,0.0601074,0.1306144,0.8255881,0.9545291
9.52,49.8889954,49.1188982,0.0597662,0.1308525,0.8260410,0.9545553
9.53,49.8866106,49.1219333,0.0594329,0.1310885,0.8265061,0.9545788
9.54,49.8842082,49.1249793,0.0591077,0.1313223,0.8269834,0.9545996
9.55,49.8817887,49.1280361,0.0587905,0.1315540,0.8274727,0.9546178
9.56,49.8793527,49.1311034,0.0584813,0.1317836,0.8279739,0.9546333
9.57,49.8769007,49.1341812,0.0581803,0.1320110,0.8284869,0.9546461
9.58,49.8744332,49.1372693,0.0578875,0.1322363,0.8290115,0.9546563
9.59,49.8719507,49.1403675,0.0576028,0.1324594,0.8295476,0.9546638
9.60,49.8694538,49.1434758,0.0573264,0.1326804,0.8300951,0.9546686
9.61,49.8669431,49.1465938,0.0570582,0.1328992,0.8306538,0.9546708
9.62,49.8644189,49.1497216,0.0567983,0.1331158,0.8312235,0.9546704
9.63,49.8618820,49.1528590,0.0565467,0.1333302,0.8318042,0.9546674
9.64,49.8593327,49.1560057,0.0563035,0.1335425,0.8323956,0.9546617
9.65,49.8567718,49.1591617,0.0560686,0.1337526,0.8329977,0.9546534
9.66,49.8541996,49.1623268,0.0558421,0.1339605,0.8336102,0.9546424
9.67,49.8516167,49.1655009,0.0556239,0.1341663,0.8342331,0.9546289
9.68,49.8490237,49.1686838,0.0554142,0.1343698,0.8348662,0.9546128
9.69,49.8464211,49.1718754,0.0552130,0.1345711,0.8355093,0.9545940
9.70,49.8438094,49.1750755,0.0550202,0.1347702,0.8361623,0.9545727
9.71,49.8411893,49.1782839,0.0548358,0.1349672,0.8368249,0.9545488
9.72,49.8385611,49.1815006,0.0546600,0.1351619,0.8374972,0.9545223
9.73,49.8359255,49.1847254,0.0544926,0.1353544,0.8381788,0.9544932
9.74,49.8332831,49.1879580,0.0543337,0.1355447,0.8388697,0.9544616
9.75,49.8306342,49.1911985,0.0541833,0.1357327,0.8395696,0.9544274
9.76,49.8279796,49.1944466,0.0540414,0.1359185,0.8402784,0.9543907
9.77,49.8253196,49.1977021,0.0539080,0.1361022,0.8409960,0.9543514
9.78,49.8226550,49.2009650,0.0537832,0.1362835,0.8417222,0.9543096
9.79,49.8199861,49.2042351,0.0536668,0.1364627,0.8424568,0.9542652
9.80,49.8173135,49.2075122,0.0535590,0.1366396,0.8431996,0.9542183
9.81,49.8146378,49.2107962,0.0534596,0.1368143,0.8439505,0.9541689
9.82,49.8119596,49.2140870,0.0533688,0.1369867,0.8447092,0.9541170
9.83,49.8092792,49.2173843,0.0532864,0.1371569,0.8454758,0.9540626
9.84,49.8065973,49.2206881,0.0532126,0.1373248,0.8462498,0.9540057
9.85,49.8039145,49.2239981,0.0531472,0.1374905,0.8470313,0.9539463
9.86,49.8012311,49.2273143,0.0530902,0.1376539,0.8478199,0.9538844
9.87,49.7985479,49.2306365,0.0530418,0.1378151,0.8486156,0.9538201
9.88,49.7958652,49.2339646,0.0530017,0.1379740,0.8494181,0.9537533
9.89,49.7931836,49.2372983,0.0529701,0.1381307,0.8502273,0.9536840
9.90,49.7905036,49.2406376,0.0529469,0.1382851,0.8510430,0.9536123
9.91,49.7878259,49.2439823,0.0529320,0.1384372,0.8518650,0.9535381
9.92,49.7851507,49.2473323,0.0529255,0.1385871,0.8526932,0.9534615
9.93,49.7824788,49.2506873,0.0529274,0.1387347,0.8535273,0.9533825
9.94,49.7798106,49.2540473,0.0529375,0.1388800,0.8543672,0.9533011
9.95,49.7771467,49.2574122,0.0529559,0.1390231,0.8552127,0.9532172
9.96,49.7744874,49.2607817,0.0529826,0.1391639,0.8560636,0.9531310
9.97,49.7718334,49.2641557,0.0530175,0.1393025,0.8569197,0.9530423
9.98,49.7691852,49.2675340,0.0530607,0.1394387,0.8577808,0.9529513
9.99,49.7665432,49.2709166,0.0531119,0.1395727,0.8586469,0.9528579
10.00,49.7639080,49.2743033,0.0531713,0.1397044,0.8595176,0.9527622
10.01,49.7612800,49.2776939,0.0532389,0.1398339,0.8603928,0.9526641
10.02,49.7586598,49.2810882,0.0533144,0.1399610,0.8612723,0.9525636
10.03,49.7560479,49.2844862,0.0533980,0.1400859,0.8621559,0.9524608
10.04,49.7534446,49.2878877,0.0534896,0.1402085,0.8630435,0.9523557
10.05,49.7508506,49.2912925,0.0535891,0.1403289,0.8639348,0.9522483
10.06,49.7482663,49.2947005,0.0536965,0.1404469,0.8648296,0.9521385
10.07,49.7456922,49.2981116,0.0538117,0.1405627,0.8657279,0.9520265
10.08,49.7431287,49.3015255,0.0539348,0.1406762,0.8666293,0.9519121
10.09,49.7405763,49.3049422,0.0540656,0.1407874,0.8675338,0.9517955
10.10,49.7380356,49.3083616,0.0542041,0.1408964,0.8684411,0.9516766
10.11,49.7355069,49.3117833,0.0543503,0.1410030,0.8693510,0.9515554
10.12,49.7329908,49.3152074,0.0545041,0.1411074,0.8702633,0.9514320
10.13,49.7304876,49.3186337,0.0546655,0.1412095,0.8711779,0.9513064
10.14,49.7279979,49.3220620,0.0548343,0.1413093,0.8720946,0.9511785
10.15,49.7255221,49.3254922,0.0550107,0.1414069,0.8730132,0.9510483
10.16,49.7230606,49.3289241,0.0551944,0.1415022,0.8739334,0.9509160
10.17,49.7206138,49.3323576,0.0553854,0.1415952,0.8748552,0.9507815
10.18,49.7181823,49.3357925,0.0555837,0.1416859,0.8757783,0.9506448
10.19,49.7157665,49.3392288,0.0557893,0.1417743,0.8767026,0.9505058
10.20,49.7133667,49.3426662,0.0560020,0.1418605,0.8776278,0.9503648
10.21,49.7109835,49.3461046,0.0562218,0.1419444,0.8785538,0.9502215
10.22,49.7086171,49.3495439,0.0564486,0.1420261,0.8794804,0.9500761
10.23,49.7062681,49.3529840,0.0566824,0.1421054,0.8804074,0.9499286
10.24,49.7039369,49.3564246,0.0569231,0.1421825,0.8813346,0.9497789
10.25,49.7016238,49.3598657,0.0571706,0.1422574,0.8822619,0.9496271
10.26,49.6993293,49.3633071,0.0574249,0.1423299,0.8831890,0.9494732
10.27,49.6970537,49.3667486,0.0576859,0.1424002,0.8841158,0.9493172
10.28,49.6947975,49.3701902,0.0579535,0.1424683,0.8850421,0.9491591
10.29,49.6925611,49.3736316,0.0582276,0.1425340,0.8859677,0.9489990
10.30,49.6903447,49.3770728,0.0585082,0.1425976,0.8868924,0.9488368
10.31,49.6881489,49.3805136,0.0587953,0.1426588,0.8878161,0.9486725
10.32,49.6859739,49.3839538,0.0590886,0.1427178,0.8887385,0.9485061
10.33,49.6838201,49.3873934,0.0593882,0.1427746,0.8896596,0.9483378
10.34,49.6816880,49.3908321,0.0596940,0.1428291,0.8905791,0.9481674
10.35,49.6795778,49.3942699,0.0600059,0.1428814,0.8914968,0.9479950
10.36,49.6774899,49.3977066,0.0603238,0.1429314,0.8924127,0.9478206
10.37,49.6754246,49.4011420,0.0606477,0.1429791,0.8933264,0.9476442
10.38,49.6733824,49.4045761,0.0609774,0.1430247,0.8942378,0.9474659
10.39,49.6713635,49.4080086,0.0613129,0.1430680,0.8951468,0.9472855
10.40,49.6693682,49.4114395,0.0616540,0.1431090,0.8960531,0.9471033
10.41,49.6673969,49.4148686,0.0620008,0.1431479,0.8969567,0.9469190
10.42,49.6654499,49.4182958,0.0623531,0.1431845,0.8978573,0.9467329
10.43,49.6635275,49.4217209,0.0627109,0.1432188,0.8987548,0.9465448
10.44,49.6616301,49.4251438,0.0630740,0.1432510,0.8996489,0.9463548
10.45,49.6597578,49.4285643,0.0634423,0.1432809,0.9005397,0.9461630
10.46,49.6579110,49.4319824,0.0638159,0.1433086,0.9014268,0.9459692
10.47,49.6560901,49.4353979,0.0641945,0.1433341,0.9023100,0.9457736
10.48,49.6542952,49.4388107,0.0645782,0.1433574,0.9031894,0.9455761
10.49,49.6525267,49.4422205,0.0649667,0.1433785,0.9040646,0.9453768
10.50,49.6507848,49.4456274,0.0653601,0.1433974,0.9049356,0.9451756
10.51,49.6490699,49.4490311,0.0657582,0.1434141,0.9058021,0.9449726
10.52,49.6473820,49.4524315,0.0661609,0.1434286,0.9066640,0.9447678
10.53,49.6457216,49.4558285,0.0665682,0.1434408,0.9075212,0.9445612
10.54,49.6440888,49.4592220,0.0669800,0.1434510,0.9083735,0.9443528
10.55,49.6424840,49.4626118,0.0673961,0.1434589,0.9092207,0.9441427
10.56,49.6409072,49.4659978,0.0678164,0.1434646,0.9100627,0.9439308
10.57,49.6393588,49.4693798,0.0682410,0.1434682,0.9108994,0.9437171
10.58,49.6378390,49.4727578,0.0686696,0.1434696,0.9117305,0.9435017
10.59,49.6363480,49.4761316,0.0691021,0.1434689,0.9125560,0.9432846
10.60,49.6348860,49.4795011,0.0695386,0.1434659,0.9133757,0.9430657
10.61,49.6334532,49.4828660,0.0699789,0.1434609,0.9141895,0.9428452
10.62,49.6320498,49.4862265,0.0704228,0.1434536,0.9149971,0.9426229
10.63,49.6306759,49.4895821,0.0708703,0.1434442,0.9157986,0.9423990
10.64,49.6293319,49.4929330,0.0713213,0.1434327,0.9165936,0.9421735
10.65,49.6280178,49.4962789,0.0717757,0.1434191,0.9173822,0.9419463
10.66,49.6267339,49.4996196,0.0722334,0.1434033,0.9181641,0.9417174
10.67,49.6254802,49.5029552,0.0726943,0.1433853,0.9189393,0.9414870
10.68,49.6242570,49.5062854,0.0731583,0.1433653,0.9197075,0.9412549
10.69,49.6230644,49.5096101,0.0736253,0.1433431,0.9204687,0.9410212
10.70,49.6219026,49.5129292,0.0740951,0.1433189,0.9212227,0.9407859
10.71,49.6207716,49.5162426,0.0745678,0.1432925,0.9219695,0.9405491
10.72,49.6196717,49.5195501,0.0750431,0.1432640,0.9227088,0.9403107
10.73,49.6186029,49.5228517,0.0755211,0.1432334,0.9234406,0.9400708
10.74,49.6175653,49.5261471,0.0760015,0.1432007,0.9241647,0.9398293
10.75,49.6165592,49.5294363,0.0764843,0.1431660,0.9248810,0.9395864
10.76,49.6155845,49.5327192,0.0769694,0.1431292,0.9255894,0.9393419
10.77,49.6146414,49.5359956,0.0774566,0.1430902,0.9262898,0.9390959
10.78,49.6137300,49.5392655,0.0779460,0.1430493,0.9269820,0.9388484
10.79,49.6128504,49.5425286,0.0784373,0.1430062,0.9276660,0.9385995
10.80,49.6120026,49.5457849,0.0789305,0.1429611,0.9283417,0.9383492
10.81,49.6111867,49.5490342,0.0794255,0.1429140,0.9290089,0.9380973
10.82,49.6104028,49.5522765,0.0799222,0.1428648,0.9296675,0.9378441
10.83,49.6096510,49.5555116,0.0804204,0.1428136,0.9303174,0.9375895
10.84,49.6089313,49.5587394,0.0809201,0.1427603,0.9309586,0.9373334
10.85,49.6082437,49.5619598,0.0814211,0.1427050,0.9315908,0.9370760
10.86,49.6075883,49.5651726,0.0819234,0.1426477,0.9322141,0.9368172
10.87,49.6069651,49.5683778,0.0824269,0.1425884,0.9328283,0.9365570
10.88,49.6063743,49.5715752,0.0829314,0.1425271,0.9334334,0.9362955
10.89,49.6058156,49.5747647,0.0834369,0.1424638,0.9340291,0.9360327
10.90,49.6052893,49.5779462,0.0839432,0.1423985,0.9346156,0.9357685
10.91,49.6047953,49.5811196,0.0844503,0.1423312,0.9351925,0.9355031
10.92,49.6043336,49.5842847,0.0849581,0.1422619,0.9357600,0.9352364
10.93,49.6039043,49.5874416,0.0854663,0.1421907,0.9363178,0.9349683
10.94,49.6035072,49.5905899,0.0859751,0.1421175,0.9368660,0.9346991
10.95,49.6031424,49.5937297,0.0864841,0.1420423,0.9374044,0.9344285
10.96,49.6028098,49.5968609,0.0869934,0.1419652,0.9379329,0.9341568
10.97,49.6025095,49.5999832,0.0875029,0.1418862,0.9384515,0.9338838
10.98,49.6022414,49.6030967,0.0880124,0.1418052,0.9389601,0.9336096
10.99,49.6020054,49.6062011,0.0885218,0.1417223,0.9394587,0.9333342
11.00,49.6018016,49.6092964,0.0890311,0.1416374,0.9399471,0.9330577
11.01,49.6016298,49.6123825,0.0895401,0.1415507,0.9404252,0.9327799
11.02,49.6014900,49.6154592,0.0900487,0.1414620,0.9408932,0.9325011
11.03,49.6013821,49.6185265,0.0905569,0.1413714,0.9413508,0.9322211
11.04,49.6013061,49.6215843,0.0910646,0.1412790,0.9417980,0.9319399
11.05,49.6012619,49.6246324,0.0915716,0.1411847,0.9422347,0.9316577
11.06,49.6012494,49.6276708,0.0920778,0.1410885,0.9426610,0.9313743
11.07,49.6012685,49.6306993,0.0925832,0.1409904,0.9430767,0.9310899
11.08,49.6013191,49.6337178,0.0930876,0.1408905,0.9434818,0.9308044
11.09,49.6014011,49.6367263,0.0935911,0.1407887,0.9438762,0.9305179
11.10,49.6015144,49.6397245,0.0940933,0.1406850,0.9442599,0.9302303
11.11,49.6016590,49.6427125,0.0945944,0.1405796,0.9446329,0.9299417
11.12,49.6018345,49.6456902,0.0950941,0.1404723,0.9449951,0.9296521
11.13,49.6020411,49.6486573,0.0955923,0.1403632,0.9453464,0.9293615
11.14,49.6022784,49.6516139,0.0960891,0.1402523,0.9456869,0.9290699
11.15,49.6025465,49.6545598,0.0965843,0.1401395,0.9460165,0.9287773
11.16,49.6028451,49.6574949,0.0970777,0.1400250,0.9463352,0.9284838
11.17,49.6031740,49.6604191,0.0975694,0.1399087,0.9466428,0.9281893
11.18,49.6035332,49.6633324,0.0980592,0.1397906,0.9469395,0.9278939
11.19,49.6039225,49.6662346,0.0985470,0.1396708,0.9472252,0.9275976
11.20,49.6043418,49.6691256,0.0990327,0.1395492,0.9474998,0.9273004
11.21,49.6047907,49.6720054,0.0995163,0.1394258,0.9477634,0.9270023
11.22,49.6052692,49.6748738,0.0999976,0.1393007,0.9480158,0.9267034
11.23,49.6057772,49.6777308,0.1004766,0.1391739,0.9482572,0.9264036
11.24,49.6063143,49.6805762,0.1009532,0.1390453,0.9484874,0.9261029
11.25,49.6068805,49.6834100,0.1014273,0.1389150,0.9487065,0.9258014
11.26,49.6074755,49.6862320,0.1018987,0.1387830,0.9489145,0.9254992
11.27,49.6080991,49.6890422,0.1023676,0.1386493,0.9491113,0.9251961
11.28,49.6087511,49.6918405,0.1028336,0.1385140,0.9492969,0.9248922
11.29,49.6094313,49.6946268,0.1032968,0.1383769,0.9494714,0.9245875
11.30,49.6101395,49.6974011,0.1037571,0.1382382,0.9496347,0.9242821
11.31,49.6108755,49.7001631,0.1042143,0.1380978,0.9497869,0.9239760
11.32,49.6116391,49.7029128,0.1046685,0.1379558,0.9499279,0.9236691
11.33,49.6124299,49.7056502,0.1051195,0.1378121,0.9500577,0.9233615
11.34,49.6132478,49.7083752,0.1055672,0.1376667,0.9501764,0.9230533
11.35,49.6140926,49.7110876,0.1060116,0.1375198,0.9502839,0.9227443
11.36,49.6149640,49.7137874,0.1064526,0.1373712,0.9503803,0.9224347
11.37,49.6158617,49.7164745,0.1068902,0.1372211,0.9504656,0.9221244
11.38,49.6167855,49.7191488,0.1073241,0.1370693,0.9505398,0.9218134
11.39,49.6177352,49.7218103,0.1077545,0.1369160,0.9506029,0.9215018
11.40,49.6187104,49.7244588,0.1081811,0.1367610,0.9506550,0.9211897
11.41,49.6197109,49.7270942,0.1086039,0.1366045,0.9506960,0.9208769
11.42,49.6207365,49.7297166,0.1090229,0.1364465,0.9507260,0.9205635
11.43,49.6217869,49.7323257,0.1094379,0.1362869,0.9507450,0.9202496
11.44,49.6228617,49.7349216,0.1098490,0.1361257,0.9507530,0.9199351
11.45,49.6239607,49.7375041,0.1102560,0.1359631,0.9507501,0.9196200
11.46,49.6250837,49.7400732,0.1106589,0.1357989,0.9507363,0.9193045
11.47,49.6262303,49.7426288,0.1110575,0.1356332,0.9507116,0.9189884
11.48,49.6274002,49.7451708,0.1114519,0.1354660,0.9506761,0.9186718
11.49,49.6285932,49.7476991,0.1118420,0.1352973,0.9506298,0.9183547
11.50,49.6298089,49.7502136,0.1122277,0.1351271,0.9505728,0.9180372
11.51,49.6310470,49.7527144,0.1126089,0.1349555,0.9505050,0.9177192
11.52,49.6323073,49.7552013,0.1129856,0.1347824,0.9504266,0.9174007
11.53,49.6335893,49.7576742,0.1133577,0.1346079,0.9503376,0.9170818
11.54,49.6348929,49.7601330,0.1137251,0.1344319,0.9502380,0.9167626
11.55,49.6362176,49.7625778,0.1140879,0.1342545,0.9501278,0.9164429
11.56,49.6375632,49.7650084,0.1144459,0.1340757,0.9500072,0.9161228
11.57,49.6389294,49.7674247,0.1147991,0.1338954,0.9498762,0.9158023
11.58,49.6403157,49.7698267,0.1151474,0.1337138,0.9497349,0.9154815
11.59,49.6417219,49.7722144,0.1154908,0.1335308,0.9495832,0.9151603
11.60,49.6431476,49.7745875,0.1158293,0.1333464,0.9494213,0.9148388
11.61,49.6445926,49.7769462,0.1161627,0.1331606,0.9492492,0.9145170
11.62,49.6460564,49.7792902,0.1164910,0.1329735,0.9490670,0.9141949
11.63,49.6475387,49.7816196,0.1168142,0.1327851,0.9488747,0.9138725
11.64,49.6490392,49.7839343,0.1171322,0.1325953,0.9486725,0.9135498
11.65,49.6505575,49.7862342,0.1174450,0.1324042,0.9484603,0.9132269
11.66,49.6520933,49.7885192,0.1177525,0.1322117,0.9482384,0.9129037
11.67,49.6536462,49.7907893,0.1180547,0.1320180,0.9480066,0.9125802
11.68,49.6552159,49.7930445,0.1183515,0.1318230,0.9477651,0.9122566
11.69,49.6568020,49.7952846,0.1186429,0.1316267,0.9475140,0.9119327
11.70,49.6584041,49.7975096,0.1189289,0.1314291,0.9472534,0.9116087
11.71,49.6600220,49.7997194,0.1192094,0.1312303,0.9469833,0.9112845
11.72,49.6616551,49.8019140,0.1194844,0.1310302,0.9467038,0.9109601
11.73,49.6633033,49.8040934,0.1197538,0.1308289,0.9464150,0.9106355
11.74,49.6649660,49.8062574,0.1200176,0.1306263,0.9461170,0.9103108
11.75,49.6666429,49.8084060,0.1202758,0.1304226,0.9458099,0.9099860
11.76,49.6683337,49.8105392,0.1205283,0.1302176,0.9454937,0.9096611
11.77,49.6700380,49.8126568,0.1207751,0.1300115,0.9451686,0.9093361
11.78,49.6717554,49.8147589,0.1210161,0.1298041,0.9448346,0.9090110
11.79,49.6734855,49.8168454,0.1212514,0.1295956,0.9444918,0.9086858
11.80,49.6752280,49.8189163,0.1214809,0.1293859,0.9441403,0.9083606
11.81,49.6769824,49.8209714,0.1217046,0.1291751,0.9437802,0.9080353
11.82,49.6787485,49.8230107,0.1219224,0.1289631,0.9434117,0.9077100
11.83,49.6805257,49.8250342,0.1221344,0.1287500,0.9430347,0.9073847
11.84,49.6823138,49.8270419,0.1223404,0.1285358,0.9426494,0.9070594
11.85,49.6841124,49.8290336,0.1225405,0.1283205,0.9422560,0.9067341
11.86,49.6859210,49.8310093,0.1227347,0.1281041,0.9418544,0.9064089
11.87,49.6877393,49.8329690,0.1229229,0.1278866,0.9414449,0.9060836
11.88,49.6895669,49.8349127,0.1231052,0.1276680,0.9410274,0.9057584
11.89,49.6914034,49.8368403,0.1232814,0.1274484,0.9406022,0.9054333
11.90,49.6932484,49.8387516,0.1234516,0.1272277,0.9401693,0.9051083
11.91,49.6951016,49.8406468,0.1236157,0.1270060,0.9397288,0.9047833
11.92,49.6969625,49.8425258,0.1237738,0.1267833,0.9392809,0.9044585
11.93,49.6988307,49.8443884,0.1239259,0.1265595,0.9388256,0.9041338
11.94,49.7007060,49.8462347,0.1240718,0.1263348,0.9383630,0.9038092
11.95,49.7025878,49.8480647,0.1242117,0.1261090,0.9378933,0.9034847
11.96,49.7044759,49.8498782,0.1243454,0.1258823,0.9374166,0.9031604
11.97,49.7063697,49.8516752,0.1244731,0.1256546,0.9369330,0.9028363
11.98,49.7082689,49.8534558,0.1245946,0.1254259,0.9364426,0.9025124
11.99,49.7101732,49.8552198,0.1247101,0.1251963,0.9359455,0.9021887
12.00,49.7120821,49.8569673,0.1248193,0.1249658,0.9354419,0.9018651
12.01,49.7139953,49.8586981,0.1249225,0.1247343,0.9349318,0.9015418
12.02,49.7159123,49.8604123,0.1250195,0.1245019,0.9344155,0.9012188
12.03,49.7178328,49.8621098,0.1251104,0.1242687,0.9338929,0.9008959
12.04,49.7197564,49.8637906,0.1251952,0.1240345,0.9333642,0.9005734
12.05,49.7216827,49.8654546,0.1252738,0.1237994,0.9328296,0.9002511
12.06,49.7236113,49.8671019,0.1253463,0.1235635,0.9322891,0.8999291
12.07,49.7255418,49.8687323,0.1254127,0.1233268,0.9317429,0.8996074
12.08,49.7274739,49.8703459,0.1254729,0.1230891,0.9311912,0.8992860
12.09,49.7294071,49.8719426,0.1255270,0.1228507,0.9306339,0.8989650
12.10,49.7313411,49.8735224,0.1255750,0.1226114,0.9300714,0.8986442
12.11,49.7332755,49.8750852,0.1256170,0.1223714,0.9295036,0.8983239
12.12,49.7352099,49.8766311,0.1256528,0.1221305,0.9289307,0.8980039
12.13,49.7371440,49.8781599,0.1256825,0.1218888,0.9283529,0.8976842
12.14,49.7390773,49.8796718,0.1257062,0.1216464,0.9277702,0.8973650
12.15,49.7410094,49.8811665,0.1257238,0.1214032,0.9271829,0.8970461
12.16,49.7429401,49.8826442,0.1257354,0.1211593,0.9265909,0.8967277
12.17,49.7448689,49.8841048,0.1257409,0.1209146,0.9259946,0.8964097
12.18,49.7467954,49.8855483,0.1257405,0.1206692,0.9253939,0.8960921
12.19,49.7487193,49.8869746,0.1257340,0.1204230,0.9247890,0.8957750
12.20,49.7506403,49.8883837,0.1257216,0.1201762,0.9241801,0.8954584
12.21,49.7525578,49.8897757,0.1257032,0.1199287,0.9235672,0.8951422
12.22,49.7544716,49.8911504,0.1256789,0.1196805,0.9229506,0.8948265
12.23,49.7563814,49.8925078,0.1256486,0.1194316,0.9223303,0.8945113
12.24,49.7582866,49.8938480,0.1256125,0.1191821,0.9217065,0.8941966
12.25,49.7601871,49.8951710,0.1255705,0.1189319,0.9210793,0.8938824
12.26,49.7620824,49.8964766,0.1255227,0.1186811,0.9204489,0.8935688
12.27,49.7639721,49.8977649,0.1254690,0.1184297,0.9198153,0.8932557
12.28,49.7658559,49.8990359,0.1254096,0.1181776,0.9191787,0.8929432
12.29,49.7677335,49.9002895,0.1253444,0.1179250,0.9185393,0.8926312
12.30,49.7696045,49.9015258,0.1252735,0.1176718,0.9178971,0.8923198
12.31,49.7714686,49.9027447,0.1251969,0.1174179,0.9172524,0.8920090
12.32,49.7733254,49.9039462,0.1251146,0.1171636,0.9166052,0.8916988
12.33,49.7751745,49.9051302,0.1250267,0.1169087,0.9159556,0.8913893
12.34,49.7770157,49.9062969,0.1249332,0.1166532,0.9153039,0.8910803
12.35,49.7788485,49.9074461,0.1248342,0.1163972,0.9146502,0.8907720
12.36,49.7806727,49.9085779,0.1247296,0.1161407,0.9139945,0.8904644
12.37,49.7824879,49.9096923,0.1246195,0.1158837,0.9133370,0.8901574
12.38,49.7842938,49.9107892,0.1245039,0.1156262,0.9126779,0.8898510
12.39,49.7860901,49.9118686,0.1243830,0.1153682,0.9120173,0.8895454
12.40,49.7878763,49.9129305,0.1242566,0.1151097,0.9113553,0.8892405
12.41,49.7896523,49.9139750,0.1241250,0.1148508,0.9106921,0.8889362
12.42,49.7914177,49.9150019,0.1239880,0.1145914,0.9100277,0.8886327
12.43,49.7931722,49.9160114,0.1238458,0.1143316,0.9093624,0.8883299
12.44,49.7949154,49.9170033,0.1236983,0.1140714,0.9086962,0.8880279
12.45,49.7966471,49.9179778,0.1235457,0.1138108,0.9080293,0.8877266
12.46,49.7983669,49.9189347,0.1233880,0.1135497,0.9073618,0.8874261
12.47,49.8000746,49.9198742,0.1232252,0.1132883,0.9066939,0.8871263
12.48,49.8017698,49.9207961,0.1230574,0.1130265,0.9060257,0.8868273
12.49,49.8034522,49.9217005,0.1228846,0.1127643,0.9053573,0.8865291
12.50,49.8051216,49.9225874,0.1227069,0.1125018,0.9046888,0.8862317
12.51,49.8067777,49.9234568,0.1225243,0.1122389,0.9040204,0.8859352
12.52,49.8084201,49.9243086,0.1223368,0.1119757,0.9033523,0.8856394
12.53,49.8100486,49.9251429,0.1221446,0.1117122,0.9026845,0.8853445
12.54,49.8116630,49.9259598,0.1219476,0.1114484,0.9020171,0.8850505
12.55,49.8132628,49.9267591,0.1217460,0.1111842,0.9013504,0.8847573
12.56,49.8148480,49.9275409,0.1215397,0.1109198,0.9006844,0.8844649
12.57,49.8164181,49.9283052,0.1213289,0.1106551,0.9000193,0.8841735
12.58,49.8179730,49.9290520,0.1211136,0.1103902,0.8993551,0.8838829
12.59,49.8195123,49.9297814,0.1208938,0.1101250,0.8986921,0.8835933
12.60,49.8210358,49.9304932,0.1206695,0.1098596,0.8980303,0.8833045
